full_tax	verbatimIdentification	old_taxonRank	old name	scientificName	scientificNameID	kingdom	phylum	class	order	family	genus	taxonRank
Eukaryota;Archaeplastida;Chlorophyta;Chlorophyta_X;Pyramimonadophyceae;Pyramimonadales;Pyramimonadaceae;Pyramimonas	Eukaryota;Archaeplastida;Chlorophyta;Chlorophyta_X;Pyramimonadophyceae;Pyramimonadales;Pyramimonadaceae;Pyramimonas	genus	Pyramimonas	Pyramimonas	urn:lsid:marinespecies.org:taxname:134529	Plantae	Chlorophyta	Pyramimonadophyceae	Pyramimonadales	Pyramimonadaceae	Pyramimonas	Genus
Eukaryota;TSAR;Stramenopiles;Gyrista;Bacillariophyceae;Naviculales;Naviculaceae;Navicula;Navicula_sp.;	Eukaryota;TSAR;Stramenopiles;Gyrista;Bacillariophyceae;Naviculales;Naviculaceae;Navicula;Navicula_sp.;	species	Navicula	Navicula	urn:lsid:marinespecies.org:taxname:149142	Chromista	Bacillariophyta	Bacillariophyceae	Naviculales	Naviculaceae	Navicula	Genus
Eukaryota;TSAR;Stramenopiles;Bigyra;Opalozoa;Nanomonadea;MAST-3;MAST-3J;MAST-3J_sp.;	Eukaryota;TSAR;Stramenopiles;Bigyra;Opalozoa;Nanomonadea;MAST-3;MAST-3J;MAST-3J_sp.;	order	Nanomonadea	Nanomonadea	urn:lsid:marinespecies.org:taxname:1736249	Chromista	Bigyra	Nanomonadea				Class
Eukaryota;Obazoa;Opisthokonta;Metazoa;Mollusca;Bivalvia;Pterioida-Pterioidea;Pteria;Pteria_penguin;	Eukaryota;Obazoa;Opisthokonta;Metazoa;Mollusca;Bivalvia;Pterioida-Pterioidea;Pteria;Pteria_penguin;		aphiaID	Pteria penguin	urn:lsid:marinespecies.org:taxname:208448	Animalia	Mollusca	Bivalvia	Ostreida	Pteriidae	Pteria	Species
Eukaryota;TSAR;Alveolata;Dinoflagellata;Dinophyceae;Peridiniales;Blastodiniaceae;Blastodinium;Blastodinium_contortum;	Eukaryota;TSAR;Alveolata;Dinoflagellata;Dinophyceae;Peridiniales;Blastodiniaceae;Blastodinium;Blastodinium_contortum;		aphiaID	Blastodinium contortum	urn:lsid:marinespecies.org:taxname:562964	Chromista	Myzozoa	Dinophyceae	Blastodiniales	Blastodinidae	Blastodinium	Species
Eukaryota;Obazoa;Opisthokonta;Metazoa;Ctenophora;Ctenophora_X;Ctenophora_XX;Coeloplana	Eukaryota;Obazoa;Opisthokonta;Metazoa;Ctenophora;Ctenophora_X;Ctenophora_XX;Coeloplana	genus	Coeloplana	Coeloplana	urn:lsid:marinespecies.org:taxname:264971	Animalia	Ctenophora	Tentaculata	Platyctenida	Coeloplanidae	Coeloplana	Genus
Eukaryota;Haptista;Haptophyta;Haptophyta_X;Prymnesiophyceae;Prymnesiales;Chrysochromulinaceae;Chrysochromulina	Eukaryota;Haptista;Haptophyta;Haptophyta_X;Prymnesiophyceae;Prymnesiales;Chrysochromulinaceae;Chrysochromulina	genus	Chrysochromulina	Chrysochromulina	urn:lsid:marinespecies.org:taxname:115090	Chromista	Haptophyta	Coccolithophyceae	Prymnesiales	Chrysochromulinaceae	Chrysochromulina	Genus
Eukaryota;Obazoa;Opisthokonta;Fungi;Ascomycota;Pezizomycotina;Eurotiomycetes;Paracoccidioides	Eukaryota;Obazoa;Opisthokonta;Fungi;Ascomycota;Pezizomycotina;Eurotiomycetes;Paracoccidioides	family	Eurotiomycetes	Eurotiomycetes	urn:lsid:marinespecies.org:taxname:437258	Fungi	Ascomycota	Eurotiomycetes				Class
Eukaryota;Obazoa;Opisthokonta;Metazoa;Cnidaria;Cnidaria_X;Hydrozoa;Melicertissa;Melicertissa_sp.;	Eukaryota;Obazoa;Opisthokonta;Metazoa;Cnidaria;Cnidaria_X;Hydrozoa;Melicertissa;Melicertissa_sp.;	species	Melicertissa	Melicertissa	urn:lsid:marinespecies.org:taxname:117142	Animalia	Cnidaria	Hydrozoa	Leptothecata	Hebellidae	Melicertissa	Genus
Eukaryota;TSAR;Stramenopiles;Gyrista;Mediophyceae;Lithodesmiales;Lithodesmiaceae;Ditylum;Ditylum_brightwellii;	Eukaryota;TSAR;Stramenopiles;Gyrista;Mediophyceae;Lithodesmiales;Lithodesmiaceae;Ditylum;Ditylum_brightwellii;	genus	Ditylum	Ditylum	urn:lsid:marinespecies.org:taxname:149022	Chromista	Bacillariophyta	Bacillariophyceae	Lithodesmiales	Lithodesmiaceae	Ditylum	Genus
Eukaryota;Haptista;Haptophyta;Haptophyta_X;Rappephyceae;Pavlomulinales;Pavlomulinaceae;Pavlomulina;Pavlomulina_ranunculiformis;	Eukaryota;Haptista;Haptophyta;Haptophyta_X;Rappephyceae;Pavlomulinales;Pavlomulinaceae;Pavlomulina;Pavlomulina_ranunculiformis;	species	Pavlomulina ranunculiformis	Pavlomulina ranunculiformis	urn:lsid:marinespecies.org:taxname:1667035	Chromista	Haptophyta	Rappephyceae	Pavlomulinales	Pavlomulinaceae	Pavlomulina	Species
Eukaryota;TSAR;Stramenopiles;Gyrista;Mediophyceae;Thalassiosirales;Skeletonemaceae;Skeletonema	Eukaryota;TSAR;Stramenopiles;Gyrista;Mediophyceae;Thalassiosirales;Skeletonemaceae;Skeletonema	genus	Skeletonema	Skeletonema	urn:lsid:marinespecies.org:taxname:149073	Chromista	Bacillariophyta	Bacillariophyceae	Thalassiosirales	Skeletonemaceae	Skeletonema	Genus
Eukaryota;Cryptista;Cryptophyta;Cryptophyta_X;Cryptophyceae;Cryptophyceae_X;Basal_Cryptophyceae-2;Basal_Cryptophyceae-2_X;Basal_Cryptophyceae-2_X_sp.;	Eukaryota;Cryptista;Cryptophyta;Cryptophyta_X;Cryptophyceae;Cryptophyceae_X;Basal_Cryptophyceae-2;Basal_Cryptophyceae-2_X;Basal_Cryptophyceae-2_X_sp.;	class	Cryptophyceae	Cryptophyceae	urn:lsid:marinespecies.org:taxname:17639	Chromista	Cryptophyta	Cryptophyceae				Class
Eukaryota;Obazoa;Opisthokonta;Metazoa;Annelida;Annelida_X;Annelida_XX;Owenia;Owenia_fusiformis;	Eukaryota;Obazoa;Opisthokonta;Metazoa;Annelida;Annelida_X;Annelida_XX;Owenia;Owenia_fusiformis;		aphiaID	Owenia fusiformis	urn:lsid:marinespecies.org:taxname:130544	Animalia	Annelida	Polychaeta		Oweniidae	Owenia	Species
Eukaryota;Obazoa;Opisthokonta;Metazoa;Arthropoda;Crustacea;Maxillopoda;Calocalanus	Eukaryota;Obazoa;Opisthokonta;Metazoa;Arthropoda;Crustacea;Maxillopoda;Calocalanus	genus	Calocalanus	Calocalanus	urn:lsid:marinespecies.org:taxname:104193	Animalia	Arthropoda	Copepoda	Calanoida	Paracalanidae	Calocalanus	Genus
Eukaryota;TSAR;Rhizaria;Cercozoa;Chlorarachniophyceae;Chlorarachnida;Chlorarachnida_X;Chlorarachnion;Chlorarachnion_reptans;	Eukaryota;TSAR;Rhizaria;Cercozoa;Chlorarachniophyceae;Chlorarachnida;Chlorarachnida_X;Chlorarachnion;Chlorarachnion_reptans;		aphiaID	Chlorarachnion reptans	urn:lsid:marinespecies.org:taxname:376147	Plantae	Chlorarachniophyta	Chlorarachniophyceae	Chlorarachniales	Chlorarachniaceae	Chlorarachnion	Species
Eukaryota;TSAR;Rhizaria;Cercozoa;Filosa-Thecofilosea;Cryomonadida;Cryothecomonas-lineage;Cryothecomonas	Eukaryota;TSAR;Rhizaria;Cercozoa;Filosa-Thecofilosea;Cryomonadida;Cryothecomonas-lineage;Cryothecomonas	genus	Cryothecomonas	Cryothecomonas	urn:lsid:marinespecies.org:taxname:118011	Chromista	Cercozoa	Thecofilosea	Cryomonadida	Protaspidae	Cryothecomonas	Genus
Eukaryota;TSAR;Stramenopiles;Gyrista;Bacillariophyceae;Bacillariales;Bacillariaceae;Pseudo-nitzschia;Pseudo-nitzschia_australis;	Eukaryota;TSAR;Stramenopiles;Gyrista;Bacillariophyceae;Bacillariales;Bacillariaceae;Pseudo-nitzschia;Pseudo-nitzschia_australis;		aphiaID	Pseudo-nitzschia australis	urn:lsid:marinespecies.org:taxname:246604	Chromista	Bacillariophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Pseudo-nitzschia	Species
Eukaryota;Cryptista;Cryptophyta;Cryptophyta_X;Cryptophyceae;Cryptomonadales;Cryptomonadales_X;Proteomonas	Eukaryota;Cryptista;Cryptophyta;Cryptophyta_X;Cryptophyceae;Cryptomonadales;Cryptomonadales_X;Proteomonas	genus	Proteomonas	Proteomonas	urn:lsid:marinespecies.org:taxname:573955	Chromista	Cryptophyta	Cryptophyceae	Pyrenomonadales	Geminigeraceae	Proteomonas	Genus
Eukaryota;TSAR;Stramenopiles;Gyrista;Mediophyceae;Hemiaulales;Hemiaulaceae;Eucampia	Eukaryota;TSAR;Stramenopiles;Gyrista;Mediophyceae;Hemiaulales;Hemiaulaceae;Eucampia	genus	Eucampia	Eucampia	urn:lsid:marinespecies.org:taxname:149130	Chromista	Bacillariophyta	Bacillariophyceae	Hemiaulales	Hemiaulaceae	Eucampia	Genus
Eukaryota;Obazoa;Opisthokonta;Metazoa;Ctenophora;Ctenophora_X;Ctenophora_XX;Charistephane;Charistephane_fugiens;	Eukaryota;Obazoa;Opisthokonta;Metazoa;Ctenophora;Ctenophora_X;Ctenophora_XX;Charistephane;Charistephane_fugiens;		aphiaID	Charistephane fugiens	urn:lsid:marinespecies.org:taxname:106375	Animalia	Ctenophora	Tentaculata	Cydippida	Mertensiidae	Charistephane	Species
Eukaryota;Archaeplastida;Prasinodermophyta;Prasinodermophyta_X;Palmophyllophyceae;Prasinococcales;Prasinococcaceae;Prasinococcus;Prasinococcus_capsulatus;	Eukaryota;Archaeplastida;Prasinodermophyta;Prasinodermophyta_X;Palmophyllophyceae;Prasinococcales;Prasinococcaceae;Prasinococcus;Prasinococcus_capsulatus;		aphiaID	Prasinococcus capsulatus	urn:lsid:marinespecies.org:taxname:375880	Plantae	Chlorophyta	Pyramimonadophyceae	Prasinococcales	Prasinococcaceae	Prasinococcus	Species
Eukaryota;TSAR;Stramenopiles;Gyrista;Mediophyceae;Thalassiosirales;Thalassiosiraceae	Eukaryota;TSAR;Stramenopiles;Gyrista;Mediophyceae;Thalassiosirales;Thalassiosiraceae	family	Thalassiosiraceae	Thalassiosiraceae	urn:lsid:marinespecies.org:taxname:148904	Chromista	Bacillariophyta	Bacillariophyceae	Thalassiosirales	Thalassiosiraceae		Family
Eukaryota;Obazoa;Opisthokonta;Choanoflagellata;Choanoflagellatea;Craspedida;Monosigidae_Group_A;Monosiga;Monosiga_brevicollis;	Eukaryota;Obazoa;Opisthokonta;Choanoflagellata;Choanoflagellatea;Craspedida;Monosigidae_Group_A;Monosiga;Monosiga_brevicollis;	species	Monosiga brevicollis	Monosiga brevicollis	urn:lsid:marinespecies.org:taxname:105640	Protozoa	Choanozoa	Choanoflagellatea	Craspedida	Codonosigaceae	Monosiga	Species
Eukaryota;Obazoa;Opisthokonta;Fungi;Chytridiomycota	Eukaryota;Obazoa;Opisthokonta;Fungi;Chytridiomycota	class	Chytridiomycota	Chytridiomycota	urn:lsid:marinespecies.org:taxname:162971	Fungi	Chytridiomycota					Phylum (Division)
Eukaryota;Obazoa;Opisthokonta;Metazoa;Mollusca;Bivalvia;Mytiloida	Eukaryota;Obazoa;Opisthokonta;Metazoa;Mollusca;Bivalvia;Mytiloida	order	Bivalvia	Bivalvia	urn:lsid:marinespecies.org:taxname:105	Animalia	Mollusca	Bivalvia				Class
Eukaryota;TSAR;Alveolata;Dinoflagellata;Dinophyceae;Gymnodiniales;Gymnodiniaceae;Gymnodinium	Eukaryota;TSAR;Alveolata;Dinoflagellata;Dinophyceae;Gymnodiniales;Gymnodiniaceae;Gymnodinium	genus	Gymnodinium	Gymnodinium	urn:lsid:marinespecies.org:taxname:109475	Chromista	Myzozoa	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Gymnodinium	Genus
Eukaryota;TSAR;Rhizaria;Radiolaria;Polycystinea;Spumellaria;Hexalonchidae;Stigmostylus;Stigmostylus_ferrusi;	Eukaryota;TSAR;Rhizaria;Radiolaria;Polycystinea;Spumellaria;Hexalonchidae;Stigmostylus;Stigmostylus_ferrusi;	order	Spumellaria	Spumellaria	urn:lsid:marinespecies.org:taxname:345835	Chromista	Radiozoa	Polycystina	Spumellaria			Order
Eukaryota;TSAR;Alveolata;Alveolata_X;Ellobiopsidae;Ellobiopsidae_X;Ellobiopsidae_XX;Thalassomyces;Thalassomyces_sp.;	Eukaryota;TSAR;Alveolata;Alveolata_X;Ellobiopsidae;Ellobiopsidae_X;Ellobiopsidae_XX;Thalassomyces;Thalassomyces_sp.;	species	Thalassomyces	Thalassomyces	urn:lsid:marinespecies.org:taxname:562629	Chromista	Myzozoa	Ellobiopsea	Ellobiopsida	Ellobiopsidae	Thalassomyces	Genus
Eukaryota;TSAR;Stramenopiles;Gyrista;Mediophyceae	Eukaryota;TSAR;Stramenopiles;Gyrista;Mediophyceae	supergroup	TSAR	Biota	urn:lsid:marinespecies.org:taxname:1							
Eukaryota;Obazoa;Opisthokonta;Metazoa;Craniata;Craniata_X;Amphibia;Xenopus	Eukaryota;Obazoa;Opisthokonta;Metazoa;Craniata;Craniata_X;Amphibia;Xenopus	genus	Xenopus	Xenopus	urn:lsid:marinespecies.org:taxname:1476277	Animalia	Chordata	Amphibia	Anura	Pipidae	Xenopus	Genus
Eukaryota;Cryptista;Cryptophyta;Cryptophyta_X;Cryptophyceae;Cryptomonadales;Cryptomonadales_X;Teleaulax;Teleaulax_acuta;	Eukaryota;Cryptista;Cryptophyta;Cryptophyta_X;Cryptophyceae;Cryptomonadales;Cryptomonadales_X;Teleaulax;Teleaulax_acuta;		aphiaID	Teleaulax acuta	urn:lsid:marinespecies.org:taxname:106305	Chromista	Cryptophyta	Cryptophyceae	Pyrenomonadales	Geminigeraceae	Teleaulax	Species
Eukaryota;Obazoa;Opisthokonta;Metazoa;Arthropoda;Crustacea;Branchiopoda;Bythotrephes;Bythotrephes_cederstroemi;	Eukaryota;Obazoa;Opisthokonta;Metazoa;Arthropoda;Crustacea;Branchiopoda;Bythotrephes;Bythotrephes_cederstroemi;		aphiaID	Bythotrephes cederstroemi	urn:lsid:marinespecies.org:taxname:1302335	Animalia	Arthropoda	Branchiopoda	Onychopoda	Cercopagididae	Bythotrephes	Species
Eukaryota;Excavata;Discoba;Euglenozoa;Diplonemea;Diplonemida;Hemistasiidae;Hemistasia;Hemistasia_sp.;	Eukaryota;Excavata;Discoba;Euglenozoa;Diplonemea;Diplonemida;Hemistasiidae;Hemistasia;Hemistasia_sp.;	species	Hemistasia	Hemistasia	urn:lsid:marinespecies.org:taxname:146165	Protozoa	Euglenozoa	Diplonemea	Diplonemida	Hemistasiidae	Hemistasia	Genus
Eukaryota;TSAR;Rhizaria;Radiolaria;Polycystinea;Spumellaria;Spumellaria_4b;Spumellaria_4b_X;Spumellaria_4b_X_sp.;	Eukaryota;TSAR;Rhizaria;Radiolaria;Polycystinea;Spumellaria;Spumellaria_4b;Spumellaria_4b_X;Spumellaria_4b_X_sp.;	order	Spumellaria	Spumellaria	urn:lsid:marinespecies.org:taxname:345835	Chromista	Radiozoa	Polycystina	Spumellaria			Order
Eukaryota;TSAR;Stramenopiles;Gyrista;Chrysophyceae;Ochromonadales;Ochromonadaceae;Poterioochromonas	Eukaryota;TSAR;Stramenopiles;Gyrista;Chrysophyceae;Ochromonadales;Ochromonadaceae;Poterioochromonas	genus	Poterioochromonas	Poterioochromonas	urn:lsid:marinespecies.org:taxname:601153	Chromista	Ochrophyta	Chrysophyceae	Chromulinales	Dinobryaceae	Poterioochromonas	Genus
Eukaryota;TSAR;Rhizaria;Radiolaria;Polycystinea;Spumellaria;Spongopylidae;Schizodiscus;Schizodiscus_spp.;	Eukaryota;TSAR;Rhizaria;Radiolaria;Polycystinea;Spumellaria;Spongopylidae;Schizodiscus;Schizodiscus_spp.;	order	Spumellaria	Spumellaria	urn:lsid:marinespecies.org:taxname:345835	Chromista	Radiozoa	Polycystina	Spumellaria			Order
Eukaryota;Archaeplastida;Chlorophyta;Chlorophyta_X;Trebouxiophyceae;Chlorellales;Chlorellales_X;Picochlorum;Picochlorum_maculatum;	Eukaryota;Archaeplastida;Chlorophyta;Chlorophyta_X;Trebouxiophyceae;Chlorellales;Chlorellales_X;Picochlorum;Picochlorum_maculatum;	species	Picochlorum maculatum	Picochlorum maculatum	urn:lsid:marinespecies.org:taxname:619173	Plantae	Chlorophyta	Trebouxiophyceae	Chlorellales	Chlorellales incertae sedis	Picochlorum	Species
Eukaryota;Cryptista;Cryptophyta;Cryptophyta_X;Cryptophyceae;Cryptomonadales;Cryptomonadales_X	Eukaryota;Cryptista;Cryptophyta;Cryptophyta_X;Cryptophyceae;Cryptomonadales;Cryptomonadales_X	order	Cryptomonadales	Cryptomonadales	urn:lsid:marinespecies.org:taxname:17640	Chromista	Cryptophyta	Cryptophyceae	Cryptomonadales			Order
Eukaryota;TSAR;Rhizaria;Cercozoa	Eukaryota;TSAR;Rhizaria;Cercozoa	subdivision	Cercozoa	Cercozoa	urn:lsid:marinespecies.org:taxname:562852	Chromista	Cercozoa					Phylum
Eukaryota;Haptista;Haptophyta;Haptophyta_X;Prymnesiophyceae;Prymnesiales;Chrysochromulinaceae;Chrysochromulina;Chrysochromulina_rotalis;	Eukaryota;Haptista;Haptophyta;Haptophyta_X;Prymnesiophyceae;Prymnesiales;Chrysochromulinaceae;Chrysochromulina;Chrysochromulina_rotalis;		aphiaID	Chrysochromulina rotalis	urn:lsid:marinespecies.org:taxname:619010	Chromista	Haptophyta	Coccolithophyceae	Prymnesiales	Chrysochromulinaceae	Chrysochromulina	Species
Eukaryota;TSAR;Alveolata;Dinoflagellata;Dinophyceae;Gonyaulacales;Gonyaulacaceae;Spiniferites;Spiniferites_mirabilis;	Eukaryota;TSAR;Alveolata;Dinoflagellata;Dinophyceae;Gonyaulacales;Gonyaulacaceae;Spiniferites;Spiniferites_mirabilis;		aphiaID	incertae sedis	urn:lsid:marinespecies.org:taxname:12							species
Eukaryota;TSAR;Alveolata;Dinoflagellata;Dinophyceae;Gonyaulacales;Pyrocystaceae;Pyrocystis;Pyrocystis_pseudonoctiluca;	Eukaryota;TSAR;Alveolata;Dinoflagellata;Dinophyceae;Gonyaulacales;Pyrocystaceae;Pyrocystis;Pyrocystis_pseudonoctiluca;	species	Pyrocystis pseudonoctiluca	Pyrocystis pseudonoctiluca	urn:lsid:marinespecies.org:taxname:573782	Chromista	Myzozoa	Dinophyceae	Gonyaulacales	Pyrocystaceae	Pyrocystis	Species
Eukaryota;TSAR;Alveolata;Ciliophora;Spirotrichea;Choreotrichida-Tintinnina;Eutintinnidae;Eutintinnus;Eutintinnus_fraknoi;	Eukaryota;TSAR;Alveolata;Ciliophora;Spirotrichea;Choreotrichida-Tintinnina;Eutintinnidae;Eutintinnus;Eutintinnus_fraknoi;	genus	Eutintinnus	Eutintinnus	urn:lsid:marinespecies.org:taxname:183543	Chromista	Ciliophora	Oligotrichea	Choreotrichida	Eutintinnidae	Eutintinnus	Genus
Eukaryota;TSAR;Stramenopiles;Bigyra;Sagenista;Sagenista_X;MAST-8;MAST-8B;MAST-8B_sp.;	Eukaryota;TSAR;Stramenopiles;Bigyra;Sagenista;Sagenista_X;MAST-8;MAST-8B;MAST-8B_sp.;	class	Sagenista	Sagenista	urn:lsid:marinespecies.org:taxname:449152	Chromista	Bigyra					Subphylum
Eukaryota;TSAR;Alveolata;Dinoflagellata;Ellobiophyceae;Thalassomycetales;Thalassomycetaceae;Ellobiopsis;Ellobiopsis_chattonii;	Eukaryota;TSAR;Alveolata;Dinoflagellata;Ellobiophyceae;Thalassomycetales;Thalassomycetaceae;Ellobiopsis;Ellobiopsis_chattonii;		aphiaID	Ellobiopsis chattonii	urn:lsid:marinespecies.org:taxname:707815	Chromista	Myzozoa	Ellobiopsea	Ellobiopsida	Ellobiopsidae	Ellobiopsis	Species
Eukaryota;TSAR;Rhizaria;Radiolaria;Polycystinea;Spumellaria;Hexalonchidae;Hexacontium	Eukaryota;TSAR;Rhizaria;Radiolaria;Polycystinea;Spumellaria;Hexalonchidae;Hexacontium	genus	Hexacontium	Hexacontium	urn:lsid:marinespecies.org:taxname:345896	Chromista	Radiozoa	Polycystina	Spumellaria	Actinommidae	Hexacontium	Genus
Eukaryota;TSAR;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-II;Dino-Group-II-Clade-40;Dino-Group-II-Clade-40_X;Dino-Group-II-Clade-40_X_sp.;	Eukaryota;TSAR;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-II;Dino-Group-II-Clade-40;Dino-Group-II-Clade-40_X;Dino-Group-II-Clade-40_X_sp.;	class	Syndiniales	Syndiniales	urn:lsid:marinespecies.org:taxname:146213	Chromista	Myzozoa	Dinophyceae	Syndiniales			Order
Eukaryota;Obazoa;Opisthokonta;Choanoflagellata;Choanoflagellatea;Acanthoecida;Stephanoecidae_Group_H;Stephanoecidae_Group_H_X;Stephanoecidae_Group_H_X_sp.;	Eukaryota;Obazoa;Opisthokonta;Choanoflagellata;Choanoflagellatea;Acanthoecida;Stephanoecidae_Group_H;Stephanoecidae_Group_H_X;Stephanoecidae_Group_H_X_sp.;	order	Acanthoecida	Acanthoecida	urn:lsid:marinespecies.org:taxname:580117	Protozoa	Choanozoa	Choanoflagellatea	Acanthoecida			Order
Eukaryota;TSAR;Stramenopiles;Bigyra;Opalozoa;Nanomonadea;MAST-3;MAST-3D;MAST-3D_sp.;	Eukaryota;TSAR;Stramenopiles;Bigyra;Opalozoa;Nanomonadea;MAST-3;MAST-3D;MAST-3D_sp.;	order	Nanomonadea	Nanomonadea	urn:lsid:marinespecies.org:taxname:1736249	Chromista	Bigyra	Nanomonadea				Class
Eukaryota;TSAR;Rhizaria;Radiolaria;Polycystinea;Nassellaria;Lychnocaniidae;Pterocanium;Pterocanium_campanella;	Eukaryota;TSAR;Rhizaria;Radiolaria;Polycystinea;Nassellaria;Lychnocaniidae;Pterocanium;Pterocanium_campanella;	genus	Pterocanium	Pterocanium	urn:lsid:marinespecies.org:taxname:412996	Chromista	Radiozoa	Polycystina	Nassellaria	Theoperidae	Pterocanium	Genus
Eukaryota;Obazoa;Opisthokonta;Metazoa;Echinodermata;Echinodermata_X;Echinodermata_XX;Asterodon;Asterodon_dilatatus;	Eukaryota;Obazoa;Opisthokonta;Metazoa;Echinodermata;Echinodermata_X;Echinodermata_XX;Asterodon;Asterodon_dilatatus;	class	Echinodermata	Echinodermata	urn:lsid:marinespecies.org:taxname:1806	Animalia	Echinodermata					Phylum
Eukaryota;TSAR;Alveolata;Ciliophora;Colpodea;Colpodea_X;Colpodida;Colpodida_X;Colpodida_X_sp.;	Eukaryota;TSAR;Alveolata;Ciliophora;Colpodea;Colpodea_X;Colpodida;Colpodida_X;Colpodida_X_sp.;	family	Colpodida	Colpodida	urn:lsid:marinespecies.org:taxname:414709	Chromista	Ciliophora	Colpodea	Colpodida			Order
Eukaryota;Obazoa;Opisthokonta;Metazoa;Cnidaria;Cnidaria_X;Hydrozoa;Melicertum;Melicertum_octocostatum;	Eukaryota;Obazoa;Opisthokonta;Metazoa;Cnidaria;Cnidaria_X;Hydrozoa;Melicertum;Melicertum_octocostatum;		aphiaID	Melicertum octocostatum	urn:lsid:marinespecies.org:taxname:117743	Animalia	Cnidaria	Hydrozoa	Leptothecata	Melicertidae	Melicertum	Species
Eukaryota;TSAR;Rhizaria;Radiolaria;Polycystinea;Nassellaria;Lophophaenidae;Lithomelissa;Lithomelissa_setosa;	Eukaryota;TSAR;Rhizaria;Radiolaria;Polycystinea;Nassellaria;Lophophaenidae;Lithomelissa;Lithomelissa_setosa;		aphiaID	Lithomelissa setosa	urn:lsid:marinespecies.org:taxname:345829	Chromista	Radiozoa	Polycystina	Nassellaria	Plagiacanthidae	Lithomelissa	Species
Eukaryota;TSAR;Telonemia;Telonemia_X;Telonemia_XX;Telonemia_XXX;Telonemia-Group-1	Eukaryota;TSAR;Telonemia;Telonemia_X;Telonemia_XX;Telonemia_XXX;Telonemia-Group-1	supergroup	TSAR	Biota	urn:lsid:marinespecies.org:taxname:1							
Eukaryota;TSAR;Alveolata;Dinoflagellata;Dinophyceae;Gymnodiniales;Gymnodiniaceae;Gyrodinium;Gyrodinium_dominans;	Eukaryota;TSAR;Alveolata;Dinoflagellata;Dinophyceae;Gymnodiniales;Gymnodiniaceae;Gyrodinium;Gyrodinium_dominans;		aphiaID	Gyrodinium dominans	urn:lsid:marinespecies.org:taxname:109851	Chromista	Myzozoa	Dinophyceae	Gymnodiniales	Gyrodiniaceae	Gyrodinium	Species
Eukaryota;TSAR;Stramenopiles;Gyrista;Coscinodiscophyceae;Coscinodiscales;Coscinodiscaceae;Coscinodiscus;Coscinodiscus_radiatus;	Eukaryota;TSAR;Stramenopiles;Gyrista;Coscinodiscophyceae;Coscinodiscales;Coscinodiscaceae;Coscinodiscus;Coscinodiscus_radiatus;	genus	Coscinodiscus	Coscinodiscus	urn:lsid:marinespecies.org:taxname:148917	Chromista	Bacillariophyta	Bacillariophyceae	Coscinodiscales	Coscinodiscaceae	Coscinodiscus	Genus
Eukaryota;TSAR;Rhizaria;Radiolaria;Polycystinea;Spumellaria;Astrosphaeridae;Astrosphaeridae_X;Astrosphaeridae_X_sp.;	Eukaryota;TSAR;Rhizaria;Radiolaria;Polycystinea;Spumellaria;Astrosphaeridae;Astrosphaeridae_X;Astrosphaeridae_X_sp.;	family	Astrosphaeridae	Astrosphaeridae	urn:lsid:marinespecies.org:taxname:391958	Chromista	Radiozoa	Polycystina	Spumellaria	Actinommidae		Subfamily
Eukaryota;Obazoa;Opisthokonta;Metazoa;Cephalochordata;Cephalochordata_X;Cephalochordata_XX;Branchiostoma;Branchiostoma_floridae;	Eukaryota;Obazoa;Opisthokonta;Metazoa;Cephalochordata;Cephalochordata_X;Cephalochordata_XX;Branchiostoma;Branchiostoma_floridae;		aphiaID	Branchiostoma floridae	urn:lsid:marinespecies.org:taxname:266208	Animalia	Chordata	Leptocardii		Branchiostomatidae	Branchiostoma	Species
Eukaryota;TSAR;Alveolata;Dinoflagellata;Dinophyceae;Gonyaulacales;Gonyaulacaceae	Eukaryota;TSAR;Alveolata;Dinoflagellata;Dinophyceae;Gonyaulacales;Gonyaulacaceae	family	Gonyaulacaceae	Gonyaulacaceae	urn:lsid:marinespecies.org:taxname:109428	Chromista	Myzozoa	Dinophyceae	Gonyaulacales	Gonyaulacaceae		Family
Eukaryota;Archaeplastida;Chlorophyta;Chlorophyta_X;Pyramimonadophyceae;Pyramimonadales;Pyramimonadaceae;Pyramimonas;Pyramimonas_sp.;	Eukaryota;Archaeplastida;Chlorophyta;Chlorophyta_X;Pyramimonadophyceae;Pyramimonadales;Pyramimonadaceae;Pyramimonas;Pyramimonas_sp.;	species	Pyramimonas	Pyramimonas	urn:lsid:marinespecies.org:taxname:134529	Plantae	Chlorophyta	Pyramimonadophyceae	Pyramimonadales	Pyramimonadaceae	Pyramimonas	Genus
Eukaryota;TSAR;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-II;Dino-Group-II-Clade-23;Dino-Group-II-Clade-23_X;Dino-Group-II-Clade-23_X_sp.;	Eukaryota;TSAR;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-II;Dino-Group-II-Clade-23;Dino-Group-II-Clade-23_X;Dino-Group-II-Clade-23_X_sp.;	class	Syndiniales	Syndiniales	urn:lsid:marinespecies.org:taxname:146213	Chromista	Myzozoa	Dinophyceae	Syndiniales			Order
