full_tax	verbatimIdentification	old_taxonRank	old name	scientificName	scientificNameID	kingdom	phylum	class	order	family	genus	taxonRank
Eukaryota;Obazoa;Opisthokonta;Metazoa;Cnidaria;Cnidaria_X;Scyphozoa	Eukaryota;Obazoa;Opisthokonta;Metazoa;Cnidaria;Cnidaria_X;Scyphozoa	family	Scyphozoa	Scyphozoa	urn:lsid:marinespecies.org:taxname:135220	Animalia	Cnidaria	Scyphozoa				Class
Eukaryota;Obazoa;Opisthokonta;Metazoa;Arthropoda;Crustacea;Ostracoda;Skogsbergia;Skogsbergia_lerneri;	Eukaryota;Obazoa;Opisthokonta;Metazoa;Arthropoda;Crustacea;Ostracoda;Skogsbergia;Skogsbergia_lerneri;	species	Skogsbergia lerneri	Skogsbergia lerneri	urn:lsid:marinespecies.org:taxname:421167	Animalia	Arthropoda	Ostracoda	Myodocopida	Cypridinidae	Skogsbergia	Species
Eukaryota;Archaeplastida;Chlorophyta;Chlorophyta_X;Chlorophyceae;Chlamydomonadales;Chlamydomonadales_X;Chlamydomonas	Eukaryota;Archaeplastida;Chlorophyta;Chlorophyta_X;Chlorophyceae;Chlamydomonadales;Chlamydomonadales_X;Chlamydomonas	genus	Chlamydomonas	Chlamydomonas	urn:lsid:marinespecies.org:taxname:178583	Plantae	Chlorophyta	Chlorophyceae	Chlamydomonadales	Chlamydomonadaceae	Chlamydomonas	Genus
Eukaryota;TSAR;Alveolata;Apicomplexa;Gregarinomorphea;Eugregarinorida;Eugregarinorida_EUG1;Eugregarinorida_EUG1_X;Eugregarinorida_EUG1_X_sp.;	Eukaryota;TSAR;Alveolata;Apicomplexa;Gregarinomorphea;Eugregarinorida;Eugregarinorida_EUG1;Eugregarinorida_EUG1_X;Eugregarinorida_EUG1_X_sp.;	order	Eugregarinorida	Eugregarinorida	urn:lsid:marinespecies.org:taxname:394869	Chromista	Myzozoa	Conoidasida	Eugregarinorida			Order
Eukaryota;TSAR;Rhizaria;Foraminifera;Globothalamea;Rotaliida;Cibicididae;Cibicidoides	Eukaryota;TSAR;Rhizaria;Foraminifera;Globothalamea;Rotaliida;Cibicididae;Cibicidoides	genus	Cibicidoides	Cibicidoides	urn:lsid:marinespecies.org:taxname:112084	Chromista	Foraminifera	Globothalamea	Rotaliida	Cibicididae	Cibicidoides	Genus
Eukaryota;Obazoa;Opisthokonta;Metazoa;Craniata;Craniata_X;Mammalia;Rattus;Rattus_norvegicus;	Eukaryota;Obazoa;Opisthokonta;Metazoa;Craniata;Craniata_X;Mammalia;Rattus;Rattus_norvegicus;		aphiaID	Rattus norvegicus	urn:lsid:marinespecies.org:taxname:993634	Animalia	Chordata	Mammalia	Rodentia	Muridae	Rattus	Species
Eukaryota;Excavata;Discoba;Euglenozoa;Diplonemea;Diplonemida;Diplonemidae;Diplonema;Diplonema_papillatum;	Eukaryota;Excavata;Discoba;Euglenozoa;Diplonemea;Diplonemida;Diplonemidae;Diplonema;Diplonema_papillatum;	species	Diplonema papillatum	Diplonema papillatum	urn:lsid:marinespecies.org:taxname:1731513	Protozoa	Euglenozoa	Diplonemea	Diplonemida	Diplonemidae	Diplonema	Species
Eukaryota;TSAR;Stramenopiles;Bigyra;Sagenista;Labyrinthulomycetes;Amphifilaceae	Eukaryota;TSAR;Stramenopiles;Bigyra;Sagenista;Labyrinthulomycetes;Amphifilaceae	class	Sagenista	Sagenista	urn:lsid:marinespecies.org:taxname:449152	Chromista	Bigyra					Subphylum
Eukaryota;Obazoa;Opisthokonta;Metazoa;Arthropoda;Crustacea;Maxillopoda;Neocalanus;Neocalanus_cristatus;	Eukaryota;Obazoa;Opisthokonta;Metazoa;Arthropoda;Crustacea;Maxillopoda;Neocalanus;Neocalanus_cristatus;		aphiaID	Neocalanus cristatus	urn:lsid:marinespecies.org:taxname:104470	Animalia	Arthropoda	Copepoda	Calanoida	Calanidae	Neocalanus	Species
Eukaryota;Obazoa;Opisthokonta;Metazoa;Arthropoda;Crustacea;Maxillopoda;Clausocalanus;Clausocalanus_furcatus;	Eukaryota;Obazoa;Opisthokonta;Metazoa;Arthropoda;Crustacea;Maxillopoda;Clausocalanus;Clausocalanus_furcatus;		aphiaID	Clausocalanus furcatus	urn:lsid:marinespecies.org:taxname:104503	Animalia	Arthropoda	Copepoda	Calanoida	Clausocalanidae	Clausocalanus	Species
Eukaryota;Obazoa;Opisthokonta;Metazoa;Arthropoda;Crustacea;Maxillopoda;Sinocalanus;Sinocalanus_sinensis;	Eukaryota;Obazoa;Opisthokonta;Metazoa;Arthropoda;Crustacea;Maxillopoda;Sinocalanus;Sinocalanus_sinensis;		aphiaID	Sinocalanus sinensis	urn:lsid:marinespecies.org:taxname:355663	Animalia	Arthropoda	Copepoda	Calanoida	Centropagidae	Sinocalanus	Species
Eukaryota;Obazoa;Opisthokonta;Metazoa;Arthropoda;Crustacea;Maxillopoda;Paracalanus;Paracalanus_parvus;	Eukaryota;Obazoa;Opisthokonta;Metazoa;Arthropoda;Crustacea;Maxillopoda;Paracalanus;Paracalanus_parvus;	genus	Paracalanus	Paracalanus	urn:lsid:marinespecies.org:taxname:104196	Animalia	Arthropoda	Copepoda	Calanoida	Paracalanidae	Paracalanus	Genus
Eukaryota;Obazoa;Opisthokonta;Metazoa;Arthropoda;Crustacea;Maxillopoda;Acrocalanus;Acrocalanus_sp.;	Eukaryota;Obazoa;Opisthokonta;Metazoa;Arthropoda;Crustacea;Maxillopoda;Acrocalanus;Acrocalanus_sp.;	species	Acrocalanus	Acrocalanus	urn:lsid:marinespecies.org:taxname:104192	Animalia	Arthropoda	Copepoda	Calanoida	Paracalanidae	Acrocalanus	Genus
Eukaryota;TSAR;Alveolata;Dinoflagellata;Dinophyceae	Eukaryota;TSAR;Alveolata;Dinoflagellata;Dinophyceae	class	Dinophyceae	Dinophyceae	urn:lsid:marinespecies.org:taxname:19542	Chromista	Myzozoa	Dinophyceae				Class
Eukaryota;Obazoa;Opisthokonta	Eukaryota;Obazoa;Opisthokonta	supergroup	Obazoa	Biota	urn:lsid:marinespecies.org:taxname:1							
Eukaryota;TSAR;Alveolata;Dinoflagellata;Dinophyceae;Gymnodiniales;Gymnodiniaceae	Eukaryota;TSAR;Alveolata;Dinoflagellata;Dinophyceae;Gymnodiniales;Gymnodiniaceae	family	Gymnodiniaceae	Gymnodiniaceae	urn:lsid:marinespecies.org:taxname:109410	Chromista	Myzozoa	Dinophyceae	Gymnodiniales	Gymnodiniaceae		Family
Eukaryota;Obazoa;Opisthokonta;Metazoa;Cnidaria;Cnidaria_X;Hydrozoa;Sulculeolaria;Sulculeolaria_quadrivalvis;	Eukaryota;Obazoa;Opisthokonta;Metazoa;Cnidaria;Cnidaria_X;Hydrozoa;Sulculeolaria;Sulculeolaria_quadrivalvis;		aphiaID	Sulculeolaria quadrivalvis	urn:lsid:marinespecies.org:taxname:135447	Animalia	Cnidaria	Hydrozoa	Siphonophorae	Diphyidae	Sulculeolaria	Species
Eukaryota;Obazoa;Opisthokonta;Metazoa;Arthropoda;Crustacea;Maxillopoda;Delibus;Delibus_sp.;	Eukaryota;Obazoa;Opisthokonta;Metazoa;Arthropoda;Crustacea;Maxillopoda;Delibus;Delibus_sp.;	order	Crustacea	Crustacea	urn:lsid:marinespecies.org:taxname:1066	Animalia	Arthropoda					Subphylum
Eukaryota;Obazoa;Opisthokonta;Metazoa;Arthropoda;Crustacea;Maxillopoda;Corycaeus;Corycaeus_speciosus;	Eukaryota;Obazoa;Opisthokonta;Metazoa;Arthropoda;Crustacea;Maxillopoda;Corycaeus;Corycaeus_speciosus;		aphiaID	Corycaeus speciosus	urn:lsid:marinespecies.org:taxname:128800	Animalia	Arthropoda	Copepoda	Cyclopoida	Corycaeidae	Corycaeus	Species
Eukaryota;TSAR;Rhizaria;Radiolaria;Polycystinea;Spumellaria;Astrosphaeridae;Heliosphaera;Heliosphaera_sp.;	Eukaryota;TSAR;Rhizaria;Radiolaria;Polycystinea;Spumellaria;Astrosphaeridae;Heliosphaera;Heliosphaera_sp.;	species	Heliosphaera	Heliosphaera	urn:lsid:marinespecies.org:taxname:493345	Chromista	Radiozoa	Polycystina	Spumellaria	Actinommidae	Heliosphaera	Genus
Eukaryota;Archaeplastida;Chlorophyta;Chlorophyta_X;Mamiellophyceae;Mamiellales;Bathycoccaceae;Ostreococcus	Eukaryota;Archaeplastida;Chlorophyta;Chlorophyta_X;Mamiellophyceae;Mamiellales;Bathycoccaceae;Ostreococcus	genus	Ostreococcus	Ostreococcus	urn:lsid:marinespecies.org:taxname:345496	Plantae	Chlorophyta	Mamiellophyceae	Mamiellales	Bathycoccaceae	Ostreococcus	Genus
Eukaryota;Obazoa;Opisthokonta;Metazoa;Arthropoda;Crustacea;Maxillopoda	Eukaryota;Obazoa;Opisthokonta;Metazoa;Arthropoda;Crustacea;Maxillopoda	order	Crustacea	Crustacea	urn:lsid:marinespecies.org:taxname:1066	Animalia	Arthropoda					Subphylum
Eukaryota;TSAR;Alveolata;Dinoflagellata;Dinophyceae;Gymnodiniales;Gymnodiniaceae;Gyrodinium	Eukaryota;TSAR;Alveolata;Dinoflagellata;Dinophyceae;Gymnodiniales;Gymnodiniaceae;Gyrodinium	genus	Gyrodinium	Gyrodinium	urn:lsid:marinespecies.org:taxname:109476	Chromista	Myzozoa	Dinophyceae	Gymnodiniales	Gyrodiniaceae	Gyrodinium	Genus
Eukaryota;Obazoa;Opisthokonta;Metazoa;Arthropoda;Crustacea;Maxillopoda;Metridia;Metridia_longa;	Eukaryota;Obazoa;Opisthokonta;Metazoa;Arthropoda;Crustacea;Maxillopoda;Metridia;Metridia_longa;		aphiaID	Metridia longa	urn:lsid:marinespecies.org:taxname:104632	Animalia	Arthropoda	Copepoda	Calanoida	Metridinidae	Metridia	Species
Eukaryota;Obazoa;Opisthokonta;Metazoa;Arthropoda;Crustacea;Maxillopoda;Delibus;Delibus_nudus;	Eukaryota;Obazoa;Opisthokonta;Metazoa;Arthropoda;Crustacea;Maxillopoda;Delibus;Delibus_nudus;		aphiaID	Delius nudus	urn:lsid:marinespecies.org:taxname:363905	Animalia	Arthropoda	Copepoda	Calanoida	Paracalanidae	Delius	Species
Eukaryota;Obazoa;Opisthokonta;Metazoa;Arthropoda;Crustacea;Maxillopoda;Maxillopoda_X;Maxillopoda_X_sp.;	Eukaryota;Obazoa;Opisthokonta;Metazoa;Arthropoda;Crustacea;Maxillopoda;Maxillopoda_X;Maxillopoda_X_sp.;	order	Crustacea	Crustacea	urn:lsid:marinespecies.org:taxname:1066	Animalia	Arthropoda					Subphylum
Eukaryota;Obazoa;Opisthokonta;Metazoa;Arthropoda;Crustacea;Maxillopoda;Centropages;Centropages_furcatus;	Eukaryota;Obazoa;Opisthokonta;Metazoa;Arthropoda;Crustacea;Maxillopoda;Centropages;Centropages_furcatus;		aphiaID	Centropages furcatus	urn:lsid:marinespecies.org:taxname:104495	Animalia	Arthropoda	Copepoda	Calanoida	Centropagidae	Centropages	Species
Eukaryota;Obazoa;Opisthokonta;Metazoa;Cnidaria;Cnidaria_X;Hydrozoa;Cordagalma;Cordagalma_cordiforme;	Eukaryota;Obazoa;Opisthokonta;Metazoa;Cnidaria;Cnidaria_X;Hydrozoa;Cordagalma;Cordagalma_cordiforme;	genus	Cordagalma	Cordagalma	urn:lsid:marinespecies.org:taxname:135386	Animalia	Cnidaria	Hydrozoa	Siphonophorae	Cordagalmatidae	Cordagalma	Genus
Eukaryota;TSAR;Alveolata;Dinoflagellata;Dinophyceae;Gymnodiniales;Kareniaceae;Karenia;Karenia_brevis;	Eukaryota;TSAR;Alveolata;Dinoflagellata;Dinophyceae;Gymnodiniales;Kareniaceae;Karenia;Karenia_brevis;		aphiaID	Karenia brevis	urn:lsid:marinespecies.org:taxname:233015	Chromista	Myzozoa	Dinophyceae	Gymnodiniales	Kareniaceae	Karenia	Species
Eukaryota;Obazoa;Opisthokonta;Metazoa;Arthropoda;Crustacea;Maxillopoda;Calocalanus;Calocalanus_sp.;	Eukaryota;Obazoa;Opisthokonta;Metazoa;Arthropoda;Crustacea;Maxillopoda;Calocalanus;Calocalanus_sp.;	species	Calocalanus	Calocalanus	urn:lsid:marinespecies.org:taxname:104193	Animalia	Arthropoda	Copepoda	Calanoida	Paracalanidae	Calocalanus	Genus
Eukaryota;Obazoa;Opisthokonta;Metazoa;Urochordata;Urochordata_X;Appendicularia;Oikopleura;Oikopleura_dioica;	Eukaryota;Obazoa;Opisthokonta;Metazoa;Urochordata;Urochordata_X;Appendicularia;Oikopleura;Oikopleura_dioica;	genus	Oikopleura	Oikopleura	urn:lsid:marinespecies.org:taxname:103367	Animalia	Chordata	Appendicularia	Copelata	Oikopleuridae	Oikopleura	Genus
Eukaryota;TSAR;Stramenopiles;Gyrista;Pelagophyceae;Pelagomonadales;Pelagomonadaceae;Pelagomonas;Pelagomonas_calceolata;	Eukaryota;TSAR;Stramenopiles;Gyrista;Pelagophyceae;Pelagomonadales;Pelagomonadaceae;Pelagomonas;Pelagomonas_calceolata;		aphiaID	Pelagomonas calceolata	urn:lsid:marinespecies.org:taxname:345504	Chromista	Ochrophyta	Pelagophyceae	Pelagomonadales	Pelagomonadaceae	Pelagomonas	Species
Eukaryota;TSAR;Rhizaria;Radiolaria;Polycystinea;Spumellaria;Astrosphaeridae	Eukaryota;TSAR;Rhizaria;Radiolaria;Polycystinea;Spumellaria;Astrosphaeridae	family	Astrosphaeridae	Astrosphaeridae	urn:lsid:marinespecies.org:taxname:391958	Chromista	Radiozoa	Polycystina	Spumellaria	Actinommidae		Subfamily
Eukaryota;TSAR;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-II;Dino-Group-II-Clade-16;Dino-Group-II-Clade-16_X;Dino-Group-II-Clade-16_X_sp.;	Eukaryota;TSAR;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-II;Dino-Group-II-Clade-16;Dino-Group-II-Clade-16_X;Dino-Group-II-Clade-16_X_sp.;	class	Syndiniales	Syndiniales	urn:lsid:marinespecies.org:taxname:146213	Chromista	Myzozoa	Dinophyceae	Syndiniales			Order
Eukaryota;Archaeplastida;Chlorophyta;Chlorophyta_X;Mamiellophyceae;Mamiellales;Bathycoccaceae;Bathycoccus;Bathycoccus_prasinos;	Eukaryota;Archaeplastida;Chlorophyta;Chlorophyta_X;Mamiellophyceae;Mamiellales;Bathycoccaceae;Bathycoccus;Bathycoccus_prasinos;		aphiaID	Bathycoccus prasinos	urn:lsid:marinespecies.org:taxname:345459	Plantae	Chlorophyta	Mamiellophyceae	Mamiellales	Bathycoccaceae	Bathycoccus	Species
Eukaryota;Obazoa;Opisthokonta;Metazoa;Arthropoda;Crustacea;Maxillopoda;Subeucalanus;Subeucalanus_pileatus;	Eukaryota;Obazoa;Opisthokonta;Metazoa;Arthropoda;Crustacea;Maxillopoda;Subeucalanus;Subeucalanus_pileatus;		aphiaID	Subeucalanus pileatus	urn:lsid:marinespecies.org:taxname:104547	Animalia	Arthropoda	Copepoda	Calanoida	Eucalanidae	Subeucalanus	Species
Eukaryota;TSAR;Rhizaria;Radiolaria;Polycystinea;Spumellaria;Astrosphaeridae;Astrosphaera;Astrosphaera_hexagonalis;	Eukaryota;TSAR;Rhizaria;Radiolaria;Polycystinea;Spumellaria;Astrosphaeridae;Astrosphaera;Astrosphaera_hexagonalis;		aphiaID	Astrosphaera hexagonalis	urn:lsid:marinespecies.org:taxname:493304	Chromista	Radiozoa	Polycystina	Spumellaria	Actinommidae	Astrosphaera	Species
Eukaryota;TSAR;Rhizaria;Radiolaria;Polycystinea;Spumellaria;Astrosphaeridae;Cladococcus;Cladococcus_scoparius;	Eukaryota;TSAR;Rhizaria;Radiolaria;Polycystinea;Spumellaria;Astrosphaeridae;Cladococcus;Cladococcus_scoparius;		aphiaID	Cladococcus scoparius	urn:lsid:marinespecies.org:taxname:493317	Chromista	Radiozoa	Polycystina	Spumellaria	Actinommidae	Cladococcus	Species
Eukaryota;Obazoa;Opisthokonta;Metazoa;Arthropoda;Crustacea;Maxillopoda;Calocalanus;Calocalanus_pavo;	Eukaryota;Obazoa;Opisthokonta;Metazoa;Arthropoda;Crustacea;Maxillopoda;Calocalanus;Calocalanus_pavo;		aphiaID	Calocalanus pavo	urn:lsid:marinespecies.org:taxname:104669	Animalia	Arthropoda	Copepoda	Calanoida	Paracalanidae	Calocalanus	Species
Eukaryota;TSAR;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-II;Dino-Group-II-Clade-7;Dino-Group-II-Clade-7_X;Dino-Group-II-Clade-7_X_sp.;	Eukaryota;TSAR;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-II;Dino-Group-II-Clade-7;Dino-Group-II-Clade-7_X;Dino-Group-II-Clade-7_X_sp.;	class	Syndiniales	Syndiniales	urn:lsid:marinespecies.org:taxname:146213	Chromista	Myzozoa	Dinophyceae	Syndiniales			Order
Eukaryota;Excavata;Discoba;Euglenozoa;Diplonemea;Diplonemida;Eupelagonemidae;Eupelagonemidae_X;Eupelagonemidae_X_sp.;	Eukaryota;Excavata;Discoba;Euglenozoa;Diplonemea;Diplonemida;Eupelagonemidae;Eupelagonemidae_X;Eupelagonemidae_X_sp.;	family	Eupelagonemidae	Eupelagonemidae	urn:lsid:marinespecies.org:taxname:1732570	Protozoa	Euglenozoa	Diplonemea	Diplonemida	Eupelagonemidae		Family
Eukaryota;Obazoa;Opisthokonta;Metazoa;Cnidaria;Cnidaria_X;Hydrozoa	Eukaryota;Obazoa;Opisthokonta;Metazoa;Cnidaria;Cnidaria_X;Hydrozoa	family	Hydrozoa	Hydrozoa	urn:lsid:marinespecies.org:taxname:1337	Animalia	Cnidaria	Hydrozoa				Class
Eukaryota;Obazoa;Opisthokonta;Metazoa	Eukaryota;Obazoa;Opisthokonta;Metazoa	supergroup	Obazoa	Biota	urn:lsid:marinespecies.org:taxname:1	Animalia						Kingdom
Eukaryota;TSAR;Alveolata;Dinoflagellata;Dinophyceae;Gymnodiniales;Warnowiaceae;Warnowia;Warnowia_sp.;	Eukaryota;TSAR;Alveolata;Dinoflagellata;Dinophyceae;Gymnodiniales;Warnowiaceae;Warnowia;Warnowia_sp.;	species	Warnowia	Warnowia	urn:lsid:marinespecies.org:taxname:109491	Chromista	Myzozoa	Dinophyceae	Gymnodiniales	Warnowiaceae	Warnowia	Genus
Eukaryota;TSAR;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-I;Dino-Group-I-Clade-1;Dino-Group-I-Clade-1_X;Dino-Group-I-Clade-1_X_sp.;	Eukaryota;TSAR;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-I;Dino-Group-I-Clade-1;Dino-Group-I-Clade-1_X;Dino-Group-I-Clade-1_X_sp.;	class	Syndiniales	Syndiniales	urn:lsid:marinespecies.org:taxname:146213	Chromista	Myzozoa	Dinophyceae	Syndiniales			Order
Eukaryota;Obazoa;Opisthokonta;Metazoa;Arthropoda;Crustacea;Maxillopoda;Acrocalanus;Acrocalanus_gracilis;	Eukaryota;Obazoa;Opisthokonta;Metazoa;Arthropoda;Crustacea;Maxillopoda;Acrocalanus;Acrocalanus_gracilis;		aphiaID	Acrocalanus gracilis	urn:lsid:marinespecies.org:taxname:220838	Animalia	Arthropoda	Copepoda	Calanoida	Paracalanidae	Acrocalanus	Species
Eukaryota;TSAR;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-I;Dino-Group-I-Clade-4;Dino-Group-I-Clade-4_X;Dino-Group-I-Clade-4_X_sp.;	Eukaryota;TSAR;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-I;Dino-Group-I-Clade-4;Dino-Group-I-Clade-4_X;Dino-Group-I-Clade-4_X_sp.;	class	Syndiniales	Syndiniales	urn:lsid:marinespecies.org:taxname:146213	Chromista	Myzozoa	Dinophyceae	Syndiniales			Order
Eukaryota;Archaeplastida;Picozoa;Picozoa_X;Picozoa_XX;Picozoa_XXX;Picozoa_XXXX;Picozoa_XXXXX;Picozoa_XXXXX_sp.;	Eukaryota;Archaeplastida;Picozoa;Picozoa_X;Picozoa_XX;Picozoa_XXX;Picozoa_XXXX;Picozoa_XXXXX;Picozoa_XXXXX_sp.;	division	Picozoa	Picozoa	urn:lsid:marinespecies.org:taxname:730531	Plantae	Picozoa					Phylum (Division)
Eukaryota;Archaeplastida;Chlorophyta;Chlorophyta_X;Chloropicophyceae;Chloropicales;Chloropicaceae;Chloropicon;Chloropicon_roscoffensis;	Eukaryota;Archaeplastida;Chlorophyta;Chlorophyta_X;Chloropicophyceae;Chloropicales;Chloropicaceae;Chloropicon;Chloropicon_roscoffensis;		aphiaID	Chloropicon roscoffensis	urn:lsid:marinespecies.org:taxname:1361153	Plantae	Chlorophyta				Chloropicon	Species
Eukaryota;Obazoa;Opisthokonta;Metazoa;Cnidaria;Cnidaria_X;Hydrozoa;Apolemia;Apolemia_sp.;	Eukaryota;Obazoa;Opisthokonta;Metazoa;Cnidaria;Cnidaria_X;Hydrozoa;Apolemia;Apolemia_sp.;	species	Apolemia	Apolemia	urn:lsid:marinespecies.org:taxname:135393	Animalia	Cnidaria	Hydrozoa	Siphonophorae	Apolemiidae	Apolemia	Genus
Eukaryota;TSAR;Rhizaria;Radiolaria;Acantharea;Acantharea_1;Acantharea_1_X;Acantharea_1_XX;Acantharea_1_XX_sp.;	Eukaryota;TSAR;Rhizaria;Radiolaria;Acantharea;Acantharea_1;Acantharea_1_X;Acantharea_1_XX;Acantharea_1_XX_sp.;	division	Rhizaria	Rhizaria	urn:lsid:marinespecies.org:taxname:582420	Chromista						Infrakingdom
Eukaryota;TSAR;Alveolata;Dinoflagellata;Dinophyceae;Peridiniales;Heterocapsaceae;Heterocapsa;Heterocapsa_nei/rotundata;	Eukaryota;TSAR;Alveolata;Dinoflagellata;Dinophyceae;Peridiniales;Heterocapsaceae;Heterocapsa;Heterocapsa_nei/rotundata;	family	Heterocapsaceae	Heterocapsaceae	urn:lsid:marinespecies.org:taxname:231800	Chromista	Myzozoa	Dinophyceae	Peridiniales	Heterocapsaceae		Family
Eukaryota;TSAR;Alveolata;Dinoflagellata;Dinophyceae;Prorocentrales;Prorocentraceae;Prorocentrum;Prorocentrum_sp.;	Eukaryota;TSAR;Alveolata;Dinoflagellata;Dinophyceae;Prorocentrales;Prorocentraceae;Prorocentrum;Prorocentrum_sp.;	species	Prorocentrum	Prorocentrum	urn:lsid:marinespecies.org:taxname:109566	Chromista	Myzozoa	Dinophyceae	Prorocentrales	Prorocentraceae	Prorocentrum	Genus
Eukaryota;TSAR;Alveolata;Dinoflagellata;Dinophyceae;Peridiniales;Blastodiniaceae;Blastodinium	Eukaryota;TSAR;Alveolata;Dinoflagellata;Dinophyceae;Peridiniales;Blastodiniaceae;Blastodinium	genus	Blastodinium	Blastodinium	urn:lsid:marinespecies.org:taxname:562641	Chromista	Myzozoa	Dinophyceae	Blastodiniales	Blastodinidae	Blastodinium	Genus
Eukaryota;TSAR;Telonemia;Telonemia_X;Telonemia_XX;Telonemia_XXX;Telonemia-Group-2;Telonemia-Group-2_X;Telonemia-Group-2_X_sp.;	Eukaryota;TSAR;Telonemia;Telonemia_X;Telonemia_XX;Telonemia_XXX;Telonemia-Group-2;Telonemia-Group-2_X;Telonemia-Group-2_X_sp.;	supergroup	TSAR	Biota	urn:lsid:marinespecies.org:taxname:1							
Eukaryota;TSAR;Rhizaria;Radiolaria;Polycystinea;Nassellaria;Collophidiidae;Collophidium;Collophidium_serpentinum;	Eukaryota;TSAR;Rhizaria;Radiolaria;Polycystinea;Nassellaria;Collophidiidae;Collophidium;Collophidium_serpentinum;	species	Collophidium serpentinum	Collophidium serpentinum	urn:lsid:marinespecies.org:taxname:1704259	Chromista	Radiozoa	Polycystina	Nassellaria	Collophidiidae	Collophidium	Species
Eukaryota;Obazoa;Opisthokonta;Metazoa;Arthropoda;Crustacea;Maxillopoda;Oithona;Oithona_sp.;	Eukaryota;Obazoa;Opisthokonta;Metazoa;Arthropoda;Crustacea;Maxillopoda;Oithona;Oithona_sp.;	species	Oithona	Oithona	urn:lsid:marinespecies.org:taxname:106485	Animalia	Arthropoda	Copepoda	Cyclopoida	Oithonidae	Oithona	Genus
Eukaryota;TSAR;Rhizaria;Radiolaria;RAD-B;RAD-B_X;RAD-B_X_Group-Ie;RAD-B_X_Group-Ie_X;RAD-B_X_Group-Ie_X_sp.;	Eukaryota;TSAR;Rhizaria;Radiolaria;RAD-B;RAD-B_X;RAD-B_X_Group-Ie;RAD-B_X_Group-Ie_X;RAD-B_X_Group-Ie_X_sp.;	division	Rhizaria	Rhizaria	urn:lsid:marinespecies.org:taxname:582420	Chromista						Infrakingdom
Eukaryota;TSAR;Rhizaria;Radiolaria;Polycystinea;Nassellaria;Pterocorythidae;Pterocorys	Eukaryota;TSAR;Rhizaria;Radiolaria;Polycystinea;Nassellaria;Pterocorythidae;Pterocorys	genus	Pterocorys	Pterocorys	urn:lsid:marinespecies.org:taxname:391967	Chromista	Radiozoa	Polycystina	Nassellaria	Pterocorythidae	Pterocorys	Genus
Eukaryota;Haptista;Haptophyta;Haptophyta_X;Prymnesiophyceae	Eukaryota;Haptista;Haptophyta;Haptophyta_X;Prymnesiophyceae	division	Haptophyta	Haptophyta	urn:lsid:marinespecies.org:taxname:369190	Chromista	Haptophyta					Phylum
Eukaryota;TSAR;Rhizaria;Radiolaria;Polycystinea;Spumellaria;Liosphaeroidea_X;Liosphaeroidea_XX;Liosphaeroidea_XX_sp.;	Eukaryota;TSAR;Rhizaria;Radiolaria;Polycystinea;Spumellaria;Liosphaeroidea_X;Liosphaeroidea_XX;Liosphaeroidea_XX_sp.;	order	Spumellaria	Spumellaria	urn:lsid:marinespecies.org:taxname:345835	Chromista	Radiozoa	Polycystina	Spumellaria			Order
Eukaryota;TSAR;Alveolata;Dinoflagellata;Dinophyceae;Gymnodiniales;Kareniaceae;Karlodinium;Karlodinium_veneficum;	Eukaryota;TSAR;Alveolata;Dinoflagellata;Dinophyceae;Gymnodiniales;Kareniaceae;Karlodinium;Karlodinium_veneficum;		aphiaID	Karlodinium veneficum	urn:lsid:marinespecies.org:taxname:233037	Chromista	Myzozoa	Dinophyceae	Gymnodiniales	Kareniaceae	Karlodinium	Species
Eukaryota;TSAR;Stramenopiles;Gyrista	Eukaryota;TSAR;Stramenopiles;Gyrista	supergroup	TSAR	Biota	urn:lsid:marinespecies.org:taxname:1							
Eukaryota;TSAR;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-I;Dino-Group-I-Clade-5;Dino-Group-I-Clade-5_X;Dino-Group-I-Clade-5_X_sp.;	Eukaryota;TSAR;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-I;Dino-Group-I-Clade-5;Dino-Group-I-Clade-5_X;Dino-Group-I-Clade-5_X_sp.;	class	Syndiniales	Syndiniales	urn:lsid:marinespecies.org:taxname:146213	Chromista	Myzozoa	Dinophyceae	Syndiniales			Order
Eukaryota;Archaeplastida;Chlorophyta;Chlorophyta_X;Prasino-Clade-9;Prasino-Clade-9_X;Prasino-Clade-9_XX;Prasino-Clade-9_XXX;Prasino-Clade-9_XXX_sp.;	Eukaryota;Archaeplastida;Chlorophyta;Chlorophyta_X;Prasino-Clade-9;Prasino-Clade-9_X;Prasino-Clade-9_XX;Prasino-Clade-9_XXX;Prasino-Clade-9_XXX_sp.;	division	Chlorophyta	Chlorophyta	urn:lsid:marinespecies.org:taxname:801	Plantae	Chlorophyta					Phylum (Division)
